"datetime","stream_height_ft","date"
2021-03-01 00:00:00,0,2021-03-01
2021-03-01 12:00:00,0,2021-03-01
2021-03-02 00:00:00,0,2021-03-02
2021-03-02 12:00:00,0,2021-03-02
2021-03-03 00:00:00,0,2021-03-03
2021-03-03 12:00:00,0,2021-03-03
2021-03-04 00:00:00,NA,2021-03-04
2021-03-04 12:00:00,NA,2021-03-04
2021-03-05 00:00:00,NA,2021-03-05
2021-03-05 12:00:00,NA,2021-03-05
2021-03-06 00:00:00,NA,2021-03-06
2021-03-06 12:00:00,NA,2021-03-06
2021-03-07 00:00:00,NA,2021-03-07
2021-03-07 12:00:00,NA,2021-03-07
2021-03-08 00:00:00,NA,2021-03-08
2021-03-08 12:00:00,NA,2021-03-08
2021-03-09 12:00:00,0,2021-03-09
2021-03-09 12:35:00,0.04,2021-03-09
2021-03-09 16:02:03,0.0387356409782357,2021-03-09
2021-03-09 16:37:58,0.050061698478524,2021-03-09
2021-03-09 17:01:52,0.054062746939936,2021-03-09
2021-03-09 17:24:15,0.0563994135953393,2021-03-09
2021-03-09 17:45:06,0.0564061378437127,2021-03-09
2021-03-09 19:57:41,0.056448884851229,2021-03-09
2021-03-09 23:59:59,0.0545091611474903,2021-03-09
2021-03-10 00:00:00,0.0545011230632149,2021-03-10
2021-03-10 07:54:09,0.0506898654040076,2021-03-10
2021-03-10 09:32:27,0.0490576639295001,2021-03-10
2021-03-10 10:43:57,0.0484151578943303,2021-03-10
2021-03-10 12:14:49,0.0481116761045894,2021-03-10
2021-03-10 23:59:59,0.040686633544066,2021-03-10
2021-03-11 00:00:00,0.0406760893544934,2021-03-11
2021-03-11 01:00:25,0.0400390445678162,2021-03-11
2021-03-11 02:08:57,0.0400611385267572,2021-03-11
2021-03-11 02:34:17,0.041400424887539,2021-03-11
2021-03-11 03:23:27,0.0417490552020726,2021-03-11
2021-03-11 23:59:59,0.0383889406780392,2021-03-11
2021-03-12 00:00:00,0.0383862211486604,2021-03-12
2021-03-12 08:33:48,0.0369889269538092,2021-03-12
2021-03-12 09:43:49,0.036678720915695,2021-03-12
2021-03-12 11:23:38,0.0363781209466853,2021-03-12
2021-03-12 13:03:26,0.0364103012781863,2021-03-12
2021-03-12 23:59:59,0.0354113768565441,2021-03-12
2021-03-13 00:00:00,0.0354098530993544,2021-03-13
2021-03-13 01:04:27,0.0353116469484801,2021-03-13
2021-03-13 02:12:59,0.0353337409074211,2021-03-13
2021-03-13 04:06:12,0.0353702439700194,2021-03-13
2021-03-13 07:12:25,0.0354302819019244,2021-03-13
2021-03-13 17:18:56,0.0486041971281232,2021-03-13
2021-03-13 18:03:37,0.0482858259312697,2021-03-13
2021-03-13 19:28:32,0.0483132032282184,2021-03-13
2021-03-13 20:23:39,0.0479981941555517,2021-03-13
2021-03-13 22:22:48,0.0470382775304389,2021-03-13
2021-03-13 23:59:59,0.0463371171477529,2021-03-13
2021-03-14 00:00:00,0.0463298285782863,2021-03-14
2021-03-14 10:46:06,0.0416206838459224,2021-03-14
2021-03-14 16:27:14,0.0413978930366618,2021-03-14
2021-03-14 23:59:59,0.0399006332746691,2021-03-14
2021-03-15 00:00:00,0.0398973190421848,2021-03-15
2021-03-15 03:07:47,0.0392749614188404,2021-03-15
2021-03-15 04:04:24,0.038960432649629,2021-03-15
2021-03-15 05:44:11,0.036995931178066,2021-03-15
2021-03-15 07:40:22,0.0363678342465535,2021-03-15
2021-03-15 17:54:08,0.0365657192701126,2021-03-15
2021-03-15 20:24:35,0.0359486693180704,2021-03-15
2021-03-15 21:46:31,0.0356423057075979,2021-03-15
2021-03-15 23:33:47,0.0356768875563752,2021-03-15
2021-03-15 23:59:59,0.0355723537371128,2021-03-15
2021-03-16 00:00:00,0.0355682083113655,2021-03-16
2021-03-16 00:48:16,0.0353681224286266,2021-03-16
2021-03-16 01:59:46,0.0353911769944782,2021-03-16
2021-03-16 11:33:16,0.0325810711201497,2021-03-16
2021-03-16 12:13:29,0.0325940393134412,2021-03-16
2021-03-16 12:56:39,0.0299457257095578,2021-03-16
2021-03-16 13:35:23,0.029958213599394,2021-03-16
2021-03-16 15:45:00,0.03,2021-03-16
2021-03-16 15:45:00,0.03,2021-03-16
2021-03-16 23:59:59,0.0311007287512488,2021-03-16
2021-03-17 00:00:00,0.0311029569471015,2021-03-17
2021-03-17 07:12:26,0.0320665031070172,2021-03-17
2021-03-17 11:18:24,0.0366145423718966,2021-03-17
2021-03-17 13:05:05,0.0388522496494208,2021-03-17
2021-03-17 14:31:03,0.0450437940204776,2021-03-17
2021-03-17 15:45:08,0.0462088633836777,2021-03-17
2021-03-17 21:46:38,0.04701433743817,2021-03-17
2021-03-17 23:59:59,0.0459239702981011,2021-03-17
2021-03-18 00:00:00,0.0459157328228551,2021-03-18
2021-03-18 04:08:50,0.0438659743991296,2021-03-18
2021-03-18 11:24:23,0.0408364517943586,2021-03-18
2021-03-18 12:23:40,0.0429685231303099,2021-03-18
2021-03-18 13:57:01,0.0456765269015131,2021-03-18
2021-03-18 14:32:35,0.0482557868689243,2021-03-18
2021-03-18 15:17:02,0.0493548337686415,2021-03-18
2021-03-18 17:51:07,0.0491981439765066,2021-03-18
2021-03-18 20:13:21,0.0495150518012249,2021-03-18
